UniProt File Name	Taxon ID	Domain	Scientific Name	Common Name (when available)	Synonym (when available)	Organism Code
UP000201843_1923642	1923642	Viruses	Wenzhou picorna-like virus 54	N/A	N/A	None
UP000201844_1821557	1821557	Viruses	Gordonia phage Lucky10	N/A	N/A	None
UP000201845_1923742	1923742	Viruses	Wuhan millipede virus 3	N/A	N/A	None
UP000201846_755272	755272	Viruses	Micromonas pusilla virus 12T	N/A	N/A	None
UP000201847_936054	936054	Viruses	Enterobacteria phage VT2phi_272	N/A	N/A	None
UP000201848_1922792	1922792	Viruses	Changjiang picorna-like virus 3	N/A	N/A	None
UP000201851_367061	367061	Viruses	Vernonia yellow vein virus	N/A	N/A	None
UP000201852_1923685	1923685	Viruses	Wuchan romanomermis nematode virus 1	N/A	N/A	None
UP000201854_12558	12558	Viruses	Sesbania mosaic virus	N/A	N/A	None
UP000201856_1923479	1923479	Viruses	Wenling crustacean virus 10	N/A	N/A	None
UP000201858_1647476	1647476	Viruses	Tsukamurella phage TPA4	N/A	N/A	None
UP000201860_1922697	1922697	Viruses	Beihai sobemo-like virus 25	N/A	N/A	None
UP000201861_1675866	1675866	Viruses	Urbanus proteus nucleopolyhedrovirus	N/A	N/A	None
UP000201863_1587515	1587515	Viruses	Black grass varicosavirus-like virus	N/A	N/A	None
UP000201865_1034377	1034377	Viruses	Soybean cyst nematode socyvirus	N/A	N/A	None
UP000201866_1867943	1867943	Viruses	Wolkberg virus	N/A	N/A	None
UP000201867_1549864	1549864	Viruses	Tilapia lake virus	N/A	N/A	None
UP000201869_1923605	1923605	Viruses	Wenzhou picorna-like virus 20	N/A	N/A	None
UP000201870_1923484	1923484	Viruses	Wenling crustacean virus 15	N/A	N/A	None
UP000201871_1701824	1701824	Viruses	Streptococcus phage phiARI0460-1	N/A	N/A	None
UP000201875_1923688	1923688	Viruses	Wuchang cockroach Virus 4	N/A	N/A	None
UP000201876_1849537	1849537	Viruses	Fusarium poae fusarivirus 1	N/A	N/A	None
UP000201877_1923447	1923447	Viruses	Shahe picorna-like virus 4	N/A	N/A	None
UP000201879_129143	129143	Viruses	Cherry necrotic rusty mottle virus	N/A	N/A	None
UP000201880_981330	981330	Viruses	Tsukamurella phage TPA2	N/A	N/A	None
UP000201881_1911102	1911102	Viruses	Lodeiro virus	N/A	N/A	None
UP000201882_1923487	1923487	Viruses	Wenling crustacean virus 4	N/A	N/A	None
UP000201887_1922779	1922779	Viruses	Changjiang narna-like virus 4	N/A	N/A	None
UP000201890_1922651	1922651	Viruses	Beihai rhabdo-like virus 1	N/A	N/A	None
UP000201891_1923731	1923731	Viruses	Wuhan insect virus 27	N/A	N/A	None
UP000201893_1922527	1922527	Viruses	Beihai picorna-like virus 1	N/A	N/A	None
UP000201894_1037523	1037523	Viruses	Tuber aestivum mitovirus	N/A	N/A	None
UP000201895_1955175	1955175	Viruses	Cordoba virus	N/A	N/A	None
UP000201897_1923143	1923143	Viruses	Hubei picorna-like virus 60	N/A	N/A	None
UP000201898_1739607	1739607	Viruses	Lactobacillus phage CL1	N/A	N/A	None
UP000201899_12458	12458	Viruses	Garlic latent virus	N/A	N/A	None
UP000201900_1922932	1922932	Viruses	Hubei myriapoda virus 3	N/A	N/A	None
UP000201903_909206	909206	Viruses	Klamath virus	N/A	N/A	None
UP000201907_1777063	1777063	Viruses	Pseudomonas phage YMC11/06/C171_PPU_BP	N/A	N/A	None
UP000201908_1353795	1353795	Viruses	Leptopilina boulardi Toti-like virus	N/A	N/A	None
UP000201909_1931111	1931111	Viruses	Pea leaf distortion virus	N/A	N/A	None
UP000201911_1221437	1221437	Viruses	Grapevine virus F	N/A	N/A	None
UP000201915_1873889	1873889	Viruses	Mycobacterium phage Makemake	N/A	N/A	None
UP000201916_1922362	1922362	Viruses	Beihai barnacle virus 4	N/A	N/A	None
UP000201918_1647385	1647385	Viruses	Delftia phage IME-DE1	N/A	N/A	None
UP000201921_1932881	1932881	Viruses	Pacmanvirus A23	N/A	N/A	None
UP000201922_1871153	1871153	Viruses	Nylanderia fulva virus 1	N/A	N/A	None
UP000201924_1923286	1923286	Viruses	Hubei tombus-like virus 38	N/A	N/A	None
UP000201925_1923656	1923656	Viruses	Wenzhou shrimp virus 9	N/A	N/A	None
UP000201927_1922691	1922691	Viruses	Beihai sobemo-like virus 2	N/A	N/A	None
UP000201928_754075	754075	Viruses	Vibrio phage 11895-B1	N/A	N/A	None
UP000201933_1674927	1674927	Viruses	Streptomyces phage Lannister	N/A	N/A	None
UP000201935_12182	12182	Viruses	Potato aucuba mosaic virus	PAMV	N/A	PAMV
UP000201935_12182_additional	12182	Viruses	Potato aucuba mosaic virus	PAMV	N/A	PAMV
UP000201936_1571533	1571533	Viruses	Switchgrass mosaic-associated virus 1	N/A	N/A	None
UP000201937_1923740	1923740	Viruses	Wuhan insect virus 9	N/A	N/A	None
UP000201939_316106	316106	Viruses	Bitter gourd leaf curl betasatellite	N/A	N/A	None
UP000201940_391090	391090	Viruses	Tomato yellow leaf curl betasatellite	N/A	N/A	None
UP000201941_1922695	1922695	Viruses	Beihai sobemo-like virus 23	N/A	N/A	None
UP000201945_1448276	1448276	Viruses	Streptococcus phage IC1	N/A	N/A	None
UP000201947_1923608	1923608	Viruses	Wenzhou picorna-like virus 23	N/A	N/A	None
UP000201948_1923125	1923125	Viruses	Hubei picorna-like virus 44	N/A	N/A	None
UP000201949_1922637	1922637	Viruses	Beihai picorna-like virus 90	N/A	N/A	None
UP000201950_1647458	1647458	Viruses	Salmonella phage SEN22	N/A	N/A	None
UP000201953_1923765	1923765	Viruses	Xingshan nematode virus 6	N/A	N/A	None
UP000201954_1774200	1774200	Viruses	Pepper yellow leaf curl Thailand virus	N/A	N/A	None
UP000201955_37733	37733	Viruses	Prunus necrotic ringspot virus	N/A	N/A	None
UP000201961_1922937	1922937	Viruses	Hubei myriapoda virus 8	N/A	N/A	None
UP000201963_1922676	1922676	Viruses	Beihai sipunculid worm virus 4	N/A	N/A	None
UP000201964_1432565	1432565	Viruses	Spinach yellow vein Sikar virus	N/A	N/A	None
UP000201965_1685749	1685749	Viruses	Lake Sarah-associated circular virus-22	N/A	N/A	None
UP000201968_1887651	1887651	Viruses	Gordonia phage Nyceirae	N/A	N/A	None
UP000201969_2010273	2010273	Viruses	Culex negev-like virus 1	N/A	N/A	None
UP000201971_1454022	1454022	Viruses	Dragonfly larvae associated circular virus-10	N/A	N/A	None
UP000201972_71032	71032	Viruses	Grapevine leafroll-associated virus 5	N/A	N/A	None
UP000201973_83839	83839	Viruses	Pepper leaf curl virus	N/A	N/A	None
UP000201975_1923078	1923078	Viruses	Hubei permutotetra-like virus 4	N/A	N/A	None
UP000201976_1592104	1592104	Viruses	Sewage-associated circular DNA virus-37	N/A	N/A	None
UP000201978_1734382	1734382	Viruses	Bacillus phage VMY22	N/A	N/A	None
UP000201980_1922999	1922999	Viruses	Hubei odonate virus 4	N/A	N/A	None
UP000201981_1592088	1592088	Viruses	Sewage-associated circular DNA virus-21	N/A	N/A	None
UP000201982_1922753	1922753	Viruses	Beihai weivirus-like virus 5	N/A	N/A	None
UP000201983_929835	929835	Viruses	Vibrio phage pYD38-B	N/A	N/A	None
UP000201985_1302850	1302850	Viruses	Sporobolus striate mosaic virus 2	N/A	N/A	None
UP000201987_1221449	1221449	Viruses	Soybean Putnam virus	N/A	N/A	None
UP000201990_1838070	1838070	Viruses	Gordonia phage KatherineG	N/A	N/A	None
UP000201991_1608087	1608087	Viruses	Tacheng Tick Virus 5	N/A	N/A	None
UP000201993_1923404	1923404	Viruses	Sanxia water strider virus 20	N/A	N/A	None
UP000201994_1922689	1922689	Viruses	Beihai sobemo-like virus 18	N/A	N/A	None
UP000201995_1978413	1978413	Viruses	Watermelon virus A	N/A	N/A	None
UP000201998_1922552	1922552	Viruses	Beihai picorna-like virus 123	N/A	N/A	None
UP000201999_159252	159252	Viruses	Planaria asexual strain-specific virus-like element type 1	N/A	N/A	None
UP000202000_1784982	1784982	Viruses	Pseudomonas phage O4	N/A	N/A	None
UP000202001_1608111	1608111	Viruses	Wuhan Insect virus 6	N/A	N/A	None
UP000202002_1714367	1714367	Viruses	Red clover powdery mildew-associated totivirus 6	N/A	N/A	None
UP000202003_11987	11987	Viruses	Melon necrotic spot virus	MNSV	N/A	MNSV
UP000202004_1922669	1922669	Viruses	Beihai shrimp virus 3	N/A	N/A	None
UP000202006_1922945	1922945	Viruses	Hubei narna-like virus 15	N/A	N/A	None
UP000202009_1778570	1778570	Viruses	Ctenophore-associated circular genome 1	N/A	N/A	None
UP000202013_1922878	1922878	Viruses	Hubei diptera virus 17	N/A	N/A	None
UP000202016_218667	218667	Viruses	Oyster mushroom spherical virus	N/A	N/A	None
UP000202017_67082	67082	Viruses	BeAn 58058 virus	N/A	N/A	None
UP000202018_1485922	1485922	Viruses	Beauveria bassiana victorivirus NZL/1980	N/A	N/A	None
UP000202019_1923618	1923618	Viruses	Wenzhou picorna-like virus 32	N/A	N/A	None
UP000202021_1859161	1859161	Viruses	Sclerotinia nivalis victorivirus 1	N/A	N/A	None
UP000202022_1273752	1273752	Viruses	Halovirus HRTV-4	N/A	N/A	None
UP000202023_1521385	1521385	Viruses	McMurdo Ice Shelf pond-associated circular DNA virus-1	N/A	N/A	None
UP000202024_40067	40067	Viruses	Wad Medani virus	N/A	N/A	None
UP000202025_1777016	1777016	Viruses	Panax notoginseng virus A	N/A	N/A	None
UP000202027_12433	12433	Viruses	Garlic virus A	N/A	N/A	None
UP000202028_1922706	1922706	Viruses	Beihai sobemo-like virus 9	N/A	N/A	None
UP000202030_1675548	1675548	Viruses	Mycobacterium phage Barriga	N/A	N/A	None
UP000202032_1922601	1922601	Viruses	Beihai picorna-like virus 56	N/A	N/A	None
UP000202034_1922879	1922879	Viruses	Hubei diptera virus 18	N/A	N/A	None
UP000202035_1922720	1922720	Viruses	Beihai tombus-like virus 17	N/A	N/A	None
UP000202036_1501716	1501716	Viruses	Plumeria mosaic virus	N/A	N/A	None
UP000202037_1647309	1647309	Viruses	Mycobacterium phage MOOREtheMARYer	N/A	N/A	None
UP000202038_1922558	1922558	Viruses	Beihai picorna-like virus 16	N/A	N/A	None
UP000202039_1537091	1537091	Viruses	Edwardsiella phage GF-2	N/A	N/A	None
UP000202040_1923255	1923255	Viruses	Hubei tombus-like virus 1	N/A	N/A	None
UP000202041_1848153	1848153	Viruses	Fusarium poae mitovirus 4	N/A	N/A	None
UP000202042_1685771	1685771	Viruses	Lake Sarah-associated circular virus-42	N/A	N/A	None
UP000202044_1923695	1923695	Viruses	Wuhan coneheads virus 1	N/A	N/A	None
UP000202045_1718669	1718669	Viruses	Escherichia phage SUSP2	N/A	N/A	None
UP000202046_1923089	1923089	Viruses	Hubei picorna-like virus 10	N/A	N/A	None
UP000202047_1923463	1923463	Viruses	Shayang virga-like virus 1	N/A	N/A	None
UP000202048_1923474	1923474	Viruses	Shuangao sobemo-like virus 1	N/A	N/A	None
UP000202053_1923241	1923241	Viruses	Hubei sobemo-like virus 8	N/A	N/A	None
UP000202054_199361	199361	Viruses	Pea stem necrosis virus	N/A	N/A	None
UP000202056_1732177	1732177	Viruses	Sulfolobus monocaudavirus SMV3	N/A	N/A	None
UP000202057_1922895	1922895	Viruses	Hubei hepe-like virus 2	N/A	N/A	None
UP000202058_1923130	1923130	Viruses	Hubei picorna-like virus 49	N/A	N/A	None
UP000202059_2170111	2170111	Viruses	Gorilla associated porprismacovirus 1	N/A	N/A	None
UP000202060_1923664	1923664	Viruses	Wenzhou tombus-like virus 11	N/A	N/A	None
UP000202063_1922541	1922541	Viruses	Beihai picorna-like virus 112	N/A	N/A	None
UP000202064_1923417	1923417	Viruses	Shahe heteroptera virus 1	N/A	N/A	None
UP000202065_1816485	1816485	Viruses	Cronartium ribicola mitovirus 2	N/A	N/A	None
UP000202066_1922492	1922492	Viruses	Beihai octopus virus 1	N/A	N/A	None
UP000202067_1746058	1746058	Viruses	Bole tick virus 4	N/A	N/A	None
UP000202069_1718278	1718278	Viruses	Brucella phage BiPBO1	N/A	N/A	None
UP000202070_1777064	1777064	Viruses	Pseudomonas phage YMC11/07/P54_PAE_BP	N/A	N/A	None
UP000202072_1809767	1809767	Viruses	Ixeridium yellow mottle virus 1	N/A	N/A	None
UP000202078_1922429	1922429	Viruses	Beihai mantis shrimp virus 2	N/A	N/A	None
UP000202079_1843766	1843766	Viruses	Chamois faeces associated circular DNA virus 1	N/A	N/A	None
UP000202081_1815522	1815522	Viruses	Synechococcus phage S-WAM2	N/A	N/A	None
UP000202082_1685774	1685774	Viruses	Lake Sarah-associated circular virus-45	N/A	N/A	None
UP000202084_1923380	1923380	Viruses	Sanxia sobemo-like virus 1	N/A	N/A	None
UP000202086_1273746	1273746	Viruses	Halovirus HCTV-1	N/A	N/A	None
UP000202089_1838072	1838072	Viruses	Gordonia phage McGonagall	N/A	N/A	None
UP000202090_1955198	1955198	Viruses	Fort Crockett virus	N/A	N/A	None
UP000202092_1923636	1923636	Viruses	Wenzhou picorna-like virus 49	N/A	N/A	None
UP000202093_929833	929833	Viruses	Rhizobium phage RR1-A	N/A	N/A	None
UP000202097_1441796	1441796	Viruses	Black medic leafroll alphasatellite 1	N/A	N/A	None
UP000202098_1922609	1922609	Viruses	Beihai picorna-like virus 63	N/A	N/A	None
UP000202099_674996	674996	Viruses	Cotton leaf curl Shahdadpur virus	N/A	N/A	None
UP000202100_1508228	1508228	Viruses	Wencheng Sm shrew coronavirus	N/A	N/A	None
UP000202103_1923607	1923607	Viruses	Wenzhou picorna-like virus 22	N/A	N/A	None
UP000202105_1923563	1923563	Viruses	Wenzhou gastropodes virus 1	N/A	N/A	None
UP000202106_1922894	1922894	Viruses	Hubei hepe-like virus 1	N/A	N/A	None
UP000202107_1922752	1922752	Viruses	Beihai weivirus-like virus 4	N/A	N/A	None
UP000202109_1923233	1923233	Viruses	Hubei sobemo-like virus 45	N/A	N/A	None
UP000202110_1874539	1874539	Viruses	Pseudoalteromonas phage BS5	N/A	N/A	None
UP000202111_1649239	1649239	Viruses	Escherichia phage pro147	N/A	N/A	None
UP000202114_1873452	1873452	Viruses	Rhodovulum phage vB_RhkS_P1	N/A	N/A	None
UP000202115_1327037	1327037	Viruses	Croceibacter phage P2559Y	N/A	N/A	None
UP000202116_1923225	1923225	Viruses	Hubei sobemo-like virus 38	N/A	N/A	None
UP000202117_1747289	1747289	Viruses	Enterococcus phage vB_EfaS_IME196	N/A	N/A	None
UP000202118_1815608	1815608	Viruses	Mycobacterium phage Brocalys	N/A	N/A	None
UP000202120_2805939	2805939	Viruses	Circular ssDNA virus sp.	N/A	N/A	None
UP000202121_1923257	1923257	Viruses	Hubei tombus-like virus 11	N/A	N/A	None
UP000202122_1922656	1922656	Viruses	Beihai rhabdo-like virus 6	N/A	N/A	None
UP000202123_1922816	1922816	Viruses	Changjiang tombus-like virus 22	N/A	N/A	None
UP000202125_1046403	1046403	Viruses	Brassica yellows virus	N/A	N/A	None
UP000202126_1923467	1923467	Viruses	Shuangao insect virus 11	N/A	N/A	None
UP000202127_1746074	1746074	Viruses	Xinzhou spider virus 3	N/A	N/A	None
UP000202129_170617	170617	Viruses	Adoxophyes orana granulovirus	AoGV	N/A	GVAO
UP000202129_170617_additional	170617	Viruses	Adoxophyes orana granulovirus	AoGV	N/A	GVAO
UP000202130_1519400	1519400	Viruses	Sewage-associated gemycircularvirus 5	N/A	N/A	None
UP000202131_1843750	1843750	Viruses	Bovine faeces associated smacovirus 2	N/A	N/A	None
UP000202132_33760	33760	Viruses	Prune dwarf virus	N/A	N/A	None
UP000202134_1923760	1923760	Viruses	Xingshan nematode virus 1	N/A	N/A	None
UP000202135_1925153	1925153	Viruses	Vernonia crinkle virus	N/A	N/A	None
UP000202139_1923509	1923509	Viruses	Wenling narna-like virus 9	N/A	N/A	None
UP000202140_1922667	1922667	Viruses	Beihai shrimp virus 1	N/A	N/A	None
UP000202141_1923152	1923152	Viruses	Hubei picorna-like virus 69	N/A	N/A	None
UP000202142_1922654	1922654	Viruses	Beihai rhabdo-like virus 4	N/A	N/A	None
UP000202147_1923210	1923210	Viruses	Hubei sobemo-like virus 24	N/A	N/A	None
UP000202152_1732174	1732174	Viruses	Acidianus bottle-shaped virus 3 strain ABV3	N/A	N/A	None
UP000202155_1913125	1913125	Viruses	Cowpea polerovirus 2	N/A	N/A	None
UP000202156_1923722	1923722	Viruses	Wuhan insect virus 18	N/A	N/A	None
UP000202158_1883365	1883365	Viruses	Synechococcus phage S-CAM22	N/A	N/A	None
UP000202159_944580	944580	Viruses	Trailing lespedeza virus 1	N/A	N/A	None
UP000202160_1838079	1838079	Viruses	Gordonia phage Soups	N/A	N/A	None
UP000202163_642251	642251	Viruses	Circovirus-like genome RW-A	N/A	N/A	None
UP000202164_1923418	1923418	Viruses	Shahe heteroptera virus 2	N/A	N/A	None
UP000202165_1923288	1923288	Viruses	Hubei tombus-like virus 4	N/A	N/A	None
UP000202169_1922366	1922366	Viruses	Beihai barnacle virus 8	N/A	N/A	None
UP000202170_1887641	1887641	Viruses	Gordonia phage Bantam	N/A	N/A	None
UP000202171_1685750	1685750	Viruses	Lake Sarah-associated circular virus-23	N/A	N/A	None
UP000202172_185750	185750	Viruses	Ageratum yellow vein betasatellite	N/A	N/A	None
UP000202174_1813771	1813771	Viruses	Salmonella phage 118970_sal3	N/A	N/A	None
UP000202176_1450746	1450746	Viruses	Pithovirus sibericum	N/A	N/A	None
UP000202177_1923541	1923541	Viruses	Wenling sobemo-like virus 2	N/A	N/A	None
UP000202178_1923336	1923336	Viruses	Hubei virga-like virus 21	N/A	N/A	None
UP000202179_1923647	1923647	Viruses	Wenzhou qinvirus-like virus 1	N/A	N/A	None
UP000202181_1883370	1883370	Viruses	Erwinia phage vB_EamM_Asesino	N/A	N/A	None
UP000202182_1940555	1940555	Viruses	Murine roseolovirus	N/A	N/A	None
UP000202183_1922448	1922448	Viruses	Beihai narna-like virus 20	N/A	N/A	None
UP000202184_1923634	1923634	Viruses	Wenzhou picorna-like virus 47	N/A	N/A	None
UP000202185_1922452	1922452	Viruses	Beihai narna-like virus 24	N/A	N/A	None
UP000202186_66200	66200	Viruses	Carrot red leaf virus	N/A	N/A	None
UP000202189_696472	696472	Viruses	Ostreococcus tauri virus 2	N/A	N/A	None
UP000202190_1732175	1732175	Viruses	Acidianus rod-shaped virus 2	N/A	N/A	None
UP000202191_1476909	1476909	Viruses	Banana streak MY virus	N/A	N/A	None
UP000202197_1923757	1923757	Viruses	Wuhan spider virus 8	N/A	N/A	None
UP000202198_427315	427315	Viruses	Tomato yellow dwarf disease associated satellite DNA beta-[Kochi]	N/A	N/A	None
UP000202199_1922824	1922824	Viruses	Changjiang zhaovirus-like virus 1	N/A	N/A	None
UP000202200_1923160	1923160	Viruses	Hubei picorna-like virus 76	N/A	N/A	None
UP000202202_1425362	1425362	Viruses	Carrot Ch virus 2	N/A	N/A	None
UP000202205_1435446	1435446	Viruses	Sclerotinia sclerotiorum mitovirus 6	N/A	N/A	None
UP000202207_1922857	1922857	Viruses	Hubei chuvirus-like virus 1	N/A	N/A	None
UP000202208_1922767	1922767	Viruses	Changjiang crawfish virus 3	N/A	N/A	None
UP000202209_1843764	1843764	Viruses	Bovine faeces associated circular DNA virus 1	N/A	N/A	None
UP000202210_2010286	2010286	Viruses	Chili leaf curl betasatellite	N/A	N/A	None
UP000202211_1922749	1922749	Viruses	Beihai weivirus-like virus 20	N/A	N/A	None
UP000202213_47900	47900	Viruses	Garlic common latent virus	N/A	N/A	None
UP000202215_1922534	1922534	Viruses	Beihai picorna-like virus 106	N/A	N/A	None
UP000202218_1923543	1923543	Viruses	Wenling tombus-like virus 1	N/A	N/A	None
UP000202219_1821537	1821537	Viruses	Mycobacterium phage Panchino	N/A	N/A	None
UP000202223_1675598	1675598	Viruses	Bacillus phage Pavlov	N/A	N/A	None
UP000202224_1923075	1923075	Viruses	Hubei permutotetra-like virus 11	N/A	N/A	None
UP000202225_1249648	1249648	Viruses	Dragonfly-associated mastrevirus	N/A	N/A	None
UP000202226_1979541	1979541	Viruses	Hoya chlorotic spot virus	N/A	N/A	None
UP000202228_1922759	1922759	Viruses	Beihai zhaovirus-like virus 3	N/A	N/A	None
UP000202229_1922561	1922561	Viruses	Beihai picorna-like virus 19	N/A	N/A	None
UP000202230_756285	756285	Viruses	Tetraselmis viridis virus S1	N/A	N/A	None
UP000202231_1739608	1739608	Viruses	Lactobacillus phage CL2	N/A	N/A	None
UP000202232_1923457	1923457	Viruses	Shahe yuevirus-like virus 1	N/A	N/A	None
UP000202234_1922948	1922948	Viruses	Hubei narna-like virus 18	N/A	N/A	None
UP000202235_1527514	1527514	Viruses	Escherichia phage EK99P-1	N/A	N/A	None
UP000202236_1922954	1922954	Viruses	Hubei narna-like virus 23	N/A	N/A	None
UP000202237_1922433	1922433	Viruses	Beihai mantis shrimp virus 6	N/A	N/A	None
UP000202239_1923661	1923661	Viruses	Wenzhou tapeworm virus 1	N/A	N/A	None
UP000202241_339420	339420	Viruses	Blackberry chlorotic ringspot virus	N/A	N/A	None
UP000202245_1922896	1922896	Viruses	Hubei hepe-like virus 3	N/A	N/A	None
UP000202246_2785247	2785247	Viruses	Vibrio phage CTXphi	N/A	N/A	None
UP000202246_2785247_additional	2785247	Viruses	Vibrio phage CTXphi	N/A	N/A	None
UP000202247_1923204	1923204	Viruses	Hubei sobemo-like virus 19	N/A	N/A	None
UP000202248_754056	754056	Viruses	Rhodovulum phage RS1	N/A	N/A	None
UP000202249_1527511	1527511	Viruses	Mycobacterium phage Hades	N/A	N/A	None
UP000202250_1843752	1843752	Viruses	Bovine faeces associated smacovirus 4	N/A	N/A	None
UP000202252_1843758	1843758	Viruses	Sheep faeces associated smacovirus 3	N/A	N/A	None
UP000202254_1852563	1852563	Viruses	Escherichia phage vB_EcoS_NBD2	N/A	N/A	None
UP000202257_1922867	1922867	Viruses	Hubei dimarhabdovirus virus 2	N/A	N/A	None
UP000202258_1544364	1544364	Viruses	Microviridae IME-16	N/A	N/A	None
UP000202262_1923136	1923136	Viruses	Hubei picorna-like virus 54	N/A	N/A	None
UP000202263_1923331	1923331	Viruses	Hubei virga-like virus 16	N/A	N/A	None
UP000202264_1922737	1922737	Viruses	Beihai victori-like virus 1	N/A	N/A	None
UP000202267_1922870	1922870	Viruses	Hubei diptera virus 1	N/A	N/A	None
UP000202270_262957	262957	Viruses	Piper yellow mottle virus	N/A	N/A	None
UP000202271_1033976	1033976	Viruses	Bean necrotic mosaic virus	N/A	N/A	None
UP000202273_1922972	1922972	Viruses	Hubei noda-like virus 17	N/A	N/A	None
UP000202274_1922629	1922629	Viruses	Beihai picorna-like virus 81	N/A	N/A	None
UP000202277_112229	112229	Viruses	Pepino mosaic virus	N/A	N/A	None
UP000202279_1838064	1838064	Viruses	Gordonia phage BritBrat	N/A	N/A	None
UP000202281_1923095	1923095	Viruses	Hubei picorna-like virus 16	N/A	N/A	None
UP000202282_1622234	1622234	Viruses	Citrobacter phage CVT22	N/A	N/A	None
UP000202283_228582	228582	Viruses	Cereal yellow dwarf virus RPS	N/A	N/A	None
UP000202286_1986477	1986477	Viruses	Bemisia-associated genomovirus AdDF	N/A	N/A	None
UP000202287_223287	223287	Viruses	Mungbean yellow mosaic India virus	N/A	N/A	None
UP000202288_1843739	1843739	Viruses	Faeces associated gemycircularvirus 19	N/A	N/A	None
UP000202290_1923540	1923540	Viruses	Wenling sobemo-like virus 1	N/A	N/A	None
UP000202291_486898	486898	Viruses	Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta	N/A	N/A	None
UP000202292_1922560	1922560	Viruses	Beihai picorna-like virus 18	N/A	N/A	None
UP000202294_1923358	1923358	Viruses	Sanxia atyid shrimp virus 4	N/A	N/A	None
UP000202298_1922950	1922950	Viruses	Hubei narna-like virus 2	N/A	N/A	None
UP000202299_1346815	1346815	Viruses	Circo-like virus-Brazil hs1	N/A	N/A	None
UP000202300_1843761	1843761	Viruses	Sewage associated gemycircularvirus 3	N/A	N/A	None
UP000202301_1922356	1922356	Viruses	Beihai barnacle virus 12	N/A	N/A	None
UP000202302_1922741	1922741	Viruses	Beihai weivirus-like virus 12	N/A	N/A	None
UP000202303_1714363	1714363	Viruses	Red clover powdery mildew-associated totivirus 2	N/A	N/A	None
UP000202304_1980430	1980430	Viruses	Pigeonpea sterility mosaic emaravirus 2	N/A	N/A	None
UP000202305_1923752	1923752	Viruses	Wuhan spider virus 3	N/A	N/A	None
UP000202306_1838082	1838082	Viruses	Gordonia phage Vendetta	N/A	N/A	None
UP000202308_1922738	1922738	Viruses	Beihai weivirus-like virus 1	N/A	N/A	None
UP000202311_40687	40687	Viruses	Peanut bud necrosis virus	N/A	N/A	None
UP000202313_134632	134632	Viruses	American plum line pattern virus	N/A	N/A	None
UP000202314_1922989	1922989	Viruses	Hubei noda-like virus 9	N/A	N/A	None
UP000202318_1923121	1923121	Viruses	Hubei picorna-like virus 40	N/A	N/A	None
UP000202319_759124	759124	Viruses	Bhendi yellow vein mosaic alphasatellite	N/A	N/A	None
UP000202320_47049	47049	Viruses	Kluyvera phage Kvp1	N/A	N/A	None
UP000202321_1923114	1923114	Viruses	Hubei picorna-like virus 34	N/A	N/A	None
UP000202322_1312929	1312929	Viruses	Cherry rusty mottle associated virus	N/A	N/A	None
UP000202323_1521388	1521388	Viruses	McMurdo Ice Shelf pond-associated circular DNA virus-4	N/A	N/A	None
UP000202324_31503	31503	Viruses	Maize white line mosaic Satellite virus	MWLMV	Satellite maize white line mosaic virus	MWLMV
UP000202325_1685785	1685785	Viruses	Lake Sarah-associated circular virus-8	N/A	N/A	None
UP000202327_1580580	1580580	Viruses	Agrotis segetum nucleopolyhedrovirus B	N/A	N/A	None
UP000202329_1923351	1923351	Viruses	Jingmen tombus-like virus 1	N/A	N/A	None
UP000202330_1922536	1922536	Viruses	Beihai picorna-like virus 108	N/A	N/A	None
UP000202331_1923127	1923127	Viruses	Hubei picorna-like virus 46	N/A	N/A	None
UP000202334_1986479	1986479	Viruses	Bemisia-associated genomovirus NfO	N/A	N/A	None
UP000202335_1923707	1923707	Viruses	Wuhan house centipede virus 3	N/A	N/A	None
UP000202337_912320	912320	Viruses	Piscine myocarditis virus AL V-708	N/A	N/A	None
UP000202338_1922673	1922673	Viruses	Beihai sipunculid worm virus 1	N/A	N/A	None
UP000202340_1923305	1923305	Viruses	Hubei toti-like virus 17	N/A	N/A	None
UP000202341_1494074	1494074	Viruses	Sclerotinia sclerotiorum mitovirus 1 HC025	N/A	N/A	None
UP000202343_1923128	1923128	Viruses	Hubei picorna-like virus 47	N/A	N/A	None
UP000202345_93386	93386	Viruses	Columbid alphaherpesvirus 1	N/A	N/A	None
UP000202346_1922795	1922795	Viruses	Changjiang picorna-like virus 6	N/A	N/A	None
UP000202348_1035662	1035662	Viruses	Bdellovibrio phage phi1402	N/A	N/A	None
UP000202349_1685729	1685729	Viruses	Lake Sarah-associated circular molecule 4	N/A	N/A	None
UP000202350_1922926	1922926	Viruses	Hubei mosquito virus 2	N/A	N/A	None
UP000202351_1804155	1804155	Viruses	Marine RNA virus PAL438	N/A	N/A	None
UP000202354_167021	167021	Viruses	Pelargonium chlorotic ring pattern virus	N/A	N/A	None
UP000202354_167021_additional	167021	Viruses	Pelargonium chlorotic ring pattern virus	N/A	N/A	None
UP000202355_216614	216614	Viruses	Daphne virus S	N/A	N/A	None
UP000202356_1923683	1923683	Viruses	Wenzhou yanvirus-like virus 1	N/A	N/A	None
UP000202358_1923460	1923460	Viruses	Shayang ascaridia galli virus 2	N/A	N/A	None
UP000202359_1922592	1922592	Viruses	Beihai picorna-like virus 48	N/A	N/A	None
